submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
6.40525E+15,2021/3/21,Male,18 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,I am a student,Táchira,0,0,0,0,0,0,No,Irregularly,1,1,0,0,0,0,1,0,0,0
6.64695E+15,2021/3/13,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Sucre,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,0,0,1,0,1
4.58097E+15,2021/3/13,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Sucre,0,0,1,0,1,0,2 days,Irregularly,0,0,0,0,1,1,0,1,1,0
4.68968E+15,2021/3/28,Male,18 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,1,1,0,0,1,1,No,Irregularly,1,1,1,1,1,1,1,1,1,1
5.46675E+15,2021/3/27,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,1,0,0,0,1,No,Irregularly,0,0,1,1,1,1,0,1,0,0
6.70138E+15,2021/3/17,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,None of the above,Sucre,1,1,0,0,1,0,No,Irregularly,1,1,1,1,1,0,1,1,0,0
6.5298E+15,2021/3/26,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,0,No,Irregularly,0,0,0,1,1,0,0,1,0,1
5.90677E+15,2021/3/13,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Sucre,1,1,1,1,0,1,No,Irregularly,1,1,1,0,0,1,1,1,1,1
6.01954E+15,2021/3/18,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Sucre,1,0,0,0,0,1,No,Irregularly,1,0,1,1,0,1,1,1,1,0
4.85275E+15,2021/3/16,Female,18 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Primary school completed,I am a student,Sucre,0,0,0,1,0,0,Every day,Irregularly,1,1,1,1,1,1,0,0,0,0
5.51063E+15,2021/3/31,Female,18 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Táchira,0,1,0,0,0,0,No,Irregularly,1,0,1,1,1,1,0,0,0,0
6.35797E+15,2021/3/13,Female,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Sucre,1,1,0,0,0,1,No,Irregularly,0,0,1,0,0,1,0,0,0,0
6.70496E+15,2021/3/13,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Primary school completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,1,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
5.31159E+15,2021/4/6,Male,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Sucre,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,1,0,0
5.76621E+15,2021/3/13,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,I am a student and I work part-time,Sucre,0,0,0,0,0,1,Every day,Irregularly,1,0,0,1,1,1,0,1,0,1
6.4108E+15,2021/3/13,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Sucre,0,0,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,0,0,0
5.01414E+15,2021/3/13,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some primary education,"I work part-time, either as an employee or self-employed",Sucre,1,1,0,1,0,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
5.14283E+15,2021/3/13,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,1,1,No,Irregularly,1,0,1,1,1,0,0,0,0,0
4.74169E+15,2021/3/30,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,1,0,1,No,Irregularly,1,1,1,0,1,1,0,1,0,1
6.51058E+15,2021/3/21,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Sucre,0,0,0,0,1,0,2 days,Irregularly,0,0,1,0,0,1,1,1,0,1
4.83113E+15,2021/3/22,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,0,0,0,1,1,No,Irregularly,1,1,1,1,1,1,0,1,0,0
4.96921E+15,2021/3/18,Female,36 to 45 years old,Rural,Prefer not to answer,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,0,0,0,1,1,No,Irregularly,0,0,1,1,1,1,1,1,1,1
5.23154E+15,2021/3/15,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Sucre,1,1,1,1,0,1,No,Irregularly,1,1,1,1,1,1,1,0,1,1
6.17373E+15,2021/3/13,Female,18 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Sucre,1,1,1,0,0,1,No,Irregularly,0,0,1,1,1,1,0,0,0,0
6.08213E+15,2021/3/25,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,1,1,1,1,0,1,No,Irregularly,0,1,1,0,1,1,1,1,1,1
6.58833E+15,2021/3/19,Female,36 to 45 years old,Suburban/Peri-urban,Prefer not to answer,University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,0,No,Irregularly,1,0,1,1,1,1,0,0,1,1
4.58016E+15,2021/4/3,Male,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unable to work due to long-term illness or disability,Monagas,0,1,0,0,0,1,No,Irregularly,1,1,1,0,1,1,0,1,1,0
5.11968E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,0,0,0,0,0,0,No,Irregularly,1,0,0,1,1,1,1,1,0,0
4.83522E+15,2021/3/26,Male,18 to 25 years old,City center or metropolitan area,Prefer not to answer,Some secondary school / high school,I am a student,Monagas,0,0,0,0,0,1,No,Irregularly,1,0,0,1,1,1,0,1,0,0
5.23742E+15,2021/3/16,Male,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,None of the above,Monagas,0,0,0,0,1,1,No,Irregularly,1,0,1,0,0,1,1,1,1,1
4.91646E+15,2021/3/13,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student,Monagas,0,0,0,0,0,0,No,Irregularly,0,0,0,1,1,0,0,0,0,0
5.95599E+15,2021/3/13,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,I am a student,Monagas,0,0,0,0,1,1,No,Irregularly,1,0,1,0,0,1,0,0,0,1
6.08062E+15,2021/3/14,Female,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,0,0,0,0,0,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
5.37415E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am retired,Lara,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,1,1,1,0,1
5.82542E+15,2021/3/14,Male,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Lara,0,1,0,0,0,1,No,Irregularly,1,1,1,0,0,1,1,1,1,1
4.78189E+15,2021/3/13,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Lara,0,0,0,0,0,0,No,Irregularly,1,1,1,1,1,1,1,1,1,0
4.79656E+15,2021/3/15,Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Lara,0,0,0,0,1,1,No,Irregularly,1,1,1,0,1,1,0,1,0,1
4.82598E+15,2021/3/14,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am retired,Lara,0,0,0,0,0,0,No,Irregularly,1,0,1,0,1,1,1,1,0,0
5.17848E+15,2021/4/2,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Lara,1,1,1,1,1,1,1 day,Irregularly,1,1,1,1,1,1,0,1,1,1
5.87974E+15,2021/3/13,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,0,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,1,1,0,0
6.40877E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,0,0,0,0,0,1,2 days,Irregularly,1,1,0,1,0,1,0,0,1,0
5.62877E+15,2021/3/20,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some secondary school / high school,"I work full-time, either as an employee or self-employed",Bolívar,0,0,0,0,0,1,No,Irregularly,1,0,1,0,0,0,1,0,1,0
6.5084E+15,2021/3/13,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Bolívar,1,0,1,1,0,0,No,Irregularly,1,0,0,1,1,0,0,0,0,0
6.60276E+15,2021/3/13,Female,Over 45 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,0,0,0,0,1,Every day,Irregularly,0,0,1,1,1,0,0,0,0,0
6.61379E+15,2021/3/27,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,"I work full-time, either as an employee or self-employed",Bolívar,1,1,1,0,0,1,No,Irregularly,0,1,1,1,0,1,1,1,0,1
5.13132E+15,2021/3/15,Female,18 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Bolívar,1,1,1,1,1,1,1 day,Irregularly,1,1,1,1,1,1,1,1,1,1
5.51217E+15,2021/3/30,Female,Under 18,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Bolívar,0,1,0,0,0,1,No,Irregularly,1,1,1,0,1,1,0,0,0,1
6.73535E+15,2021/3/14,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,1,No,Irregularly,1,0,1,0,1,1,0,0,0,0
4.83962E+15,2021/3/23,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,1,2 days,Irregularly,1,0,0,1,1,0,0,0,0,0
4.74079E+15,2021/3/15,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,0,1,1,0,0,1,Every day,Irregularly,1,0,1,0,0,1,0,1,0,0
5.7275E+15,2021/4/4,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,1,No,Irregularly,1,0,1,0,0,0,0,1,0,0
6.28863E+15,2021/3/15,Male,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,None of the above,Bolívar,0,1,1,0,0,1,No,Irregularly,1,0,1,1,0,1,1,1,0,0
5.37781E+15,2021/3/17,Female,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,None of the above,Bolívar,0,1,0,1,0,1,No,Irregularly,1,1,1,1,1,1,0,1,1,1
6.0843E+15,2021/3/13,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Bolívar,1,1,0,0,0,1,No,Irregularly,1,0,0,0,1,0,1,1,1,0
5.98198E+15,2021/3/15,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,1,1,1,1,0,1,No,Irregularly,1,1,1,0,0,0,1,1,0,1
5.43411E+15,2021/4/1,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am a student,Lara,0,1,1,1,0,0,No,Irregularly,1,1,1,1,1,0,1,0,1,1
5.33373E+15,2021/3/14,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some university or college,"I work full-time, either as an employee or self-employed",Vargas,0,0,0,0,0,0,No,Irregularly,0,0,1,0,0,0,0,0,0,1
5.14469E+15,2021/3/17,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Vargas,1,0,0,0,0,1,No,Irregularly,1,0,0,1,0,1,0,0,1,1
5.59399E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Vargas,0,1,1,1,0,0,No,Irregularly,1,0,0,0,1,0,0,0,1,1
5.74369E+15,2021/3/14,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,1,1,0,0,1
6.53356E+15,2021/3/14,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),None of the above,Táchira,0,0,0,1,0,1,No,Irregularly,1,0,0,1,1,1,1,1,1,1
4.65082E+15,2021/3/25,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,I am doing community or military service,Táchira,1,1,0,0,0,1,No,Irregularly,1,0,1,0,1,1,0,1,0,1
6.64014E+15,2021/3/13,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Prefer not to answer,None of the above,Táchira,1,1,1,1,1,1,1 day,Irregularly,1,1,1,1,1,1,1,1,1,1
6.63486E+15,2021/3/24,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,1,1,1,0,0,0,No,Irregularly,0,0,1,0,1,1,0,1,0,0
6.24263E+15,2021/3/13,Female,18 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,1,1,1,0,0
6.72899E+15,2021/3/13,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,1,1,0,0,1,0,No,Irregularly,1,0,0,1,1,1,1,1,1,0
6.29056E+15,2021/3/14,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am retired,Táchira,0,0,0,0,0,1,No,Irregularly,0,0,1,0,1,1,0,0,0,0
5.86165E+15,2021/3/13,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,1,0,1,0,1,No,Irregularly,1,1,1,0,0,1,1,1,0,1
5.04073E+15,2021/3/13,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Táchira,0,0,0,0,0,1,No,Irregularly,1,0,1,1,1,1,1,1,0,0
5.91986E+15,2021/3/13,Male,36 to 45 years old,Suburban/Peri-urban,Prefer not to answer,University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,1,1,1,1
4.68453E+15,2021/3/14,Female,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,"I work full-time, either as an employee or self-employed",Táchira,0,1,1,1,0,0,No,Irregularly,1,0,1,0,0,0,1,1,1,1
6.1081E+15,2021/3/30,Female,36 to 45 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,0,0,0,1,1,No,Irregularly,0,0,1,0,0,0,0,0,0,0
5.02087E+15,2021/3/13,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Táchira,0,1,0,1,0,0,No,Irregularly,0,0,0,0,0,0,0,1,0,0
4.77272E+15,2021/3/26,Female,Under 18,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Táchira,1,0,0,1,0,1,No,Irregularly,0,0,0,0,1,0,1,1,0,1
5.88296E+15,2021/3/13,Female,18 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,1,1,0,0,1,1,1,0,0
5.28248E+15,2021/3/16,Male,18 to 25 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Táchira,0,1,0,0,0,1,No,Irregularly,0,0,0,0,0,1,1,1,0,0
5.52034E+15,2021/3/14,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,0,1,0,1,1,1,0,0
5.57237E+15,2021/3/17,Female,18 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,1,1,1,0,0,1,No,Irregularly,1,0,1,0,1,1,1,1,0,0
5.48575E+15,2021/3/24,Male,36 to 45 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,0,0,No,Irregularly,1,1,1,1,1,1,1,1,1,0
5.81993E+15,2021/3/13,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,University or college degree completed,I am a student,Táchira,1,1,0,0,1,0,No,Irregularly,1,1,1,1,0,0,0,1,1,1
6.42088E+15,2021/3/13,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am retired,Táchira,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,1,1,1,1,1
6.40462E+15,2021/3/20,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am retired,Táchira,0,0,0,0,0,0,No,Irregularly,1,0,1,1,1,1,0,0,0,0
6.02253E+15,2021/3/13,Female,18 to 25 years old,Rural,Prefer not to answer,Secondary school/ high school completed,I am a student,Táchira,1,0,0,0,0,1,No,Irregularly,1,0,0,0,1,1,1,1,0,0
5.90546E+15,2021/3/25,Male,18 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,1,0,0,0,1,No,Irregularly,1,0,0,0,1,1,1,0,1,1
5.74127E+15,2021/3/14,Male,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,0,1,No,Irregularly,0,0,1,1,1,0,0,0,0,0
6.14318E+15,2021/3/13,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,0,0,1
5.8955E+15,2021/3/16,Male,18 to 25 years old,Rural,Prefer not to answer,Some technical education (e.g polytechnic school),I am a student,Táchira,1,1,1,1,0,0,1 day,Irregularly,1,0,1,0,0,1,1,1,1,1
4.60373E+15,2021/3/13,Male,26 to 35 years old,Rural,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,1,1,0,1,0,1,2 days,Irregularly,1,1,1,0,1,1,0,1,0,1
6.12688E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,I am unemployed,Táchira,1,1,1,1,1,1,Every day,Irregularly,1,0,1,1,1,1,1,1,0,1
5.36773E+15,2021/4/1,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am retired,Táchira,1,1,0,0,0,1,No,Irregularly,1,0,0,0,0,0,0,1,0,0
6.34527E+15,2021/3/13,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,0,No,Irregularly,1,0,0,0,0,0,1,1,0,0
6.60942E+15,2021/3/15,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some secondary school / high school,I am a student,Táchira,0,0,0,0,0,1,No,Irregularly,1,0,1,1,1,0,0,0,0,0
6.44367E+15,2021/3/30,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,1,0,0,0,1,No,Irregularly,0,0,0,1,1,1,0,0,0,1
6.28227E+15,2021/3/27,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Táchira,0,1,0,1,0,1,No,Irregularly,1,0,1,1,1,1,0,1,0,0
5.09621E+15,2021/3/15,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Táchira,1,0,0,0,0,1,No,Irregularly,1,0,1,0,1,1,1,0,0,1
4.93727E+15,2021/3/30,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,I am unemployed,Táchira,1,0,0,0,0,1,No,Irregularly,1,1,1,1,1,0,0,0,0,1
4.95179E+15,2021/3/31,Female,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,0,0,0,0,0,No,Irregularly,1,1,1,0,0,1,1,1,0,0
6.39511E+15,2021/3/20,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,I am a student,Táchira,0,0,0,0,1,1,No,Irregularly,0,0,0,1,1,1,0,0,0,0
4.83585E+15,2021/3/13,Female,Over 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,0,1,0,0,0
4.83861E+15,2021/3/13,Female,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,0,No,Irregularly,0,0,0,0,0,0,1,1,0,0
4.68578E+15,2021/3/13,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,0,1,0,1,0,0,0,1
6.23295E+15,2021/4/24,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,0,0,0,0,1,No,Irregularly,1,1,1,1,1,1,1,1,1,1
5.14851E+15,2021/3/14,Male,36 to 45 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,1,1,1,1,0,0,1,0,0
4.59768E+15,2021/3/13,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am retired,Táchira,1,1,0,0,0,0,No,Irregularly,1,0,1,0,0,1,1,0,0,0
4.92807E+15,2021/3/13,Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,I am a student and I work part-time,Táchira,0,1,0,0,0,1,No,Irregularly,0,0,1,1,0,1,1,1,0,0
5.4483E+15,2021/4/4,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Primary school completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,0,0,No,Irregularly,1,0,0,1,1,1,0,0,0,0
6.72773E+15,2021/3/15,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some secondary school / high school,I am unemployed,Táchira,0,1,0,0,0,0,No,Irregularly,0,0,0,1,1,0,1,0,0,0
5.34851E+15,2021/3/13,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,I am unemployed,Táchira,0,1,0,0,0,0,No,Irregularly,0,0,1,1,1,0,0,0,0,0
5.91845E+15,2021/3/29,Male,18 to 25 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,1,0,1,1,1,0,0,1
6.43636E+15,2021/3/15,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Primary school completed,I am retired,Táchira,0,1,0,0,0,1,4 days,Irregularly,1,1,1,0,1,1,0,1,1,0
6.62526E+15,2021/3/18,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,1,0,1,1,1,1,0,0
6.27392E+15,2021/3/23,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Post-graduate education,I am unemployed,Distrito Federal,0,1,0,0,0,1,No,Irregularly,1,1,1,0,1,1,1,0,0,1
